ID;Date;Time;DateTime;Lat (DecDeg);Lon (DecDeg);Temperature (°C);Conductivity in situ (µS/cm);Conductivity lab (µS/cm);d18O (o/oo) vs. SMOW;dD (o/oo) vs. SMOW;d-excess;DOC (mg/L);d14C (Age);Si uM/l (OSL);QF_Si;PO4 ug P/l (OSL);PO4 µM/L (OSL);QF_PO4;NO2+NO3 ug N/l (OSL);NO2+NO3 µM/L;QF_NO2+NO3;NH4 ug N/l (OSL);NH4 µM/L;QF_NH4;NO2 µM N/l (OSL);QF_NO2;Total TP ug P/l;QF_TotalTP;Dissolved TP ug P/l;QF_DissTP;Total TN ug N/l;QF_TotalTN;Dissolved TN ug N/l;QF_DissTN;aCDOM254;aCDOM350;aCDOM443;aCDOM690to700;Cuvette length;Instrument;S275-295;SUVA;d14C sample;cations and anions on sample;Al µg/L (AWI);QF_Al;Ba µg/L (AWI);QF_Ba;Ca mg/L (AWI);QF_Ca;Fe µg/L (AWI);QF_Fe;K mg/L (AWI);QF_K;Mg mg/L (AWI);QF_Mg;Mn µg/L (AWI);QF_Mn;Na mg/L (AWI);QF_Na;P mg/L (AWI);QF_P;Si mg/L (AWI);QF_Si;Sr µg/L (AWI);QF_Sr;F mg/L (AWI);QF_F;Cl mg/L (AWI);QF_Cl;SO4 mg/L (AWI);QF_SO4;Br mg/L (AWI);QF_Br;NO3 mg/L (AWI);QF_NO3_AWI;PO4 mg/L (AWI);QF_PO4_AWI
256;2019-12-30;13:00:00;2019-12-30 13:00:00;;;-0.1;161;214.6;-19.41;-146.6;;7.17;;78.653;;;0.043;;;6.5;;;1.216;;0.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;2020-01-01;13:00:00;2020-01-01 13:00:00;;;-0.1;158;215.8;-19.46;-147;;7.6;;85.133;;;0.045;;;6.523;;;1.223;;0.113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;2020-01-03;13:00:00;2020-01-03 13:00:00;;;-0.1;153;223.3;-19.5;-147.4;;7.44;;79.077;;;0.042;;;6.8;;;1.108;;0.117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;2020-01-05;12:00:00;2020-01-05 12:00:00;;;0.1;273;224.6;-19.57;-147.7;;6.89;;66.305;;;0.045;;;7.114;;;1.151;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;2020-01-07;12:00:00;2020-01-07 12:00:00;;;-0.1;178;239.2;-19.63;-148.5;;7.48;;90.858;;;0.043;;;7.283;;;1.186;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;2020-01-09;13:00:00;2020-01-09 13:00:00;;;-0.1;273;238;-19.68;-148.9;;7.4;;68.096;;;0.051;;;7.714;;;1.188;;0.145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;2020-01-11;12:00:00;2020-01-11 12:00:00;;;-0.1;273;253;-19.83;-150;;7.5;;117.205;;;0.041;;;7.601;;;1.124;;0.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;2020-01-14;13:00:00;2020-01-14 13:00:00;;;-0.1;280;247.9;-19.72;-149.3;;7.48;;78.319;;;0.049;;;8.605;;;1.243;;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;2020-01-18;13:00:00;2020-01-18 13:00:00;;;-0.1;278;255;-19.96;-150.9;;8.05;;81.953;;;0.051;;;8.238;;;1.241;;0.143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;2020-01-22;13:00:00;2020-01-22 13:00:00;;;-0.1;299;267.7;-20.1;-152.4;;8.75;;120.781;;;0.027;;;9.202;;;1.203;;0.127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;2020-01-26;12:00:00;2020-01-26 12:00:00;;;-0.1;216;254.9;-20.2;-152.8;;9.39;;93.488;;;0.041;;;9.134;;;1.037;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;2020-01-30;12:00:00;2020-01-30 12:00:00;;;-0.1;186;275.5;-20.2;-153;;9.22;;117.76;;;0.033;;;9.33;;;1.017;;0.101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;2020-02-03;12:00:00;2020-02-03 12:00:00;;;-0.1;179;269.6;-20.18;-153;;9.61;;108.268;;;0.036;;;9.149;;;1.046;;0.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;2020-02-07;12:00:00;2020-02-07 12:00:00;;;-0.1;233;273.4;-20.43;-155.1;;8.73;;77.161;;;0.052;;;10.143;;;0.901;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;2020-02-11;12:00:00;2020-02-11 12:00:00;;;-0.1;342;304;-20.54;-155.8;;8.54;;99.431;;;0.045;;;10.516;;;0.807;;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;2020-02-15;13:00:00;2020-02-15 13:00:00;;;-0.1;334;325;-20.67;-156.6;;8.91;;88.565;;;0.055;;;10.976;;;0.832;;0.123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;2020-02-19;12:00:00;2020-02-19 12:00:00;;;-0.1;186;323;-20.64;-156.5;;9.01;;101.779;;;0.056;;;10.543;;;0.697;;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;2020-02-23;13:00:00;2020-02-23 13:00:00;;;-0.1;168;327;-20.61;-156.4;;8.19;;118.189;;;0.033;;;11.684;;;0.669;;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;2020-02-27;13:00:00;2020-02-27 13:00:00;;;-0.1;186;353;-20.78;-157;;8.05;;108.35;;;0.042;;;11.997;;;0.601;;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;2020-03-01;12:00:00;2020-03-01 12:00:00;;;-0.1;179;355;-20.76;-157.9;;8.25;;112.956;;;0.052;;;12;;;0.873;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;2020-03-05;12:00:00;2020-03-05 12:00:00;;;-0.1;198;341;-20.75;-157.6;;7.49;;97.94;;;0.038;;;12.586;;;0.649;;0.098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;2020-03-09;13:00:00;2020-03-09 13:00:00;;;-0.1;185;367;-20.9;-158.2;;7.33;;106.076;;;0.059;;;13.04;;;0.434;;0.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;2020-03-13;12:00:00;2020-03-13 12:00:00;;;-0.1;167;363;-20.88;-158.6;;8.04;;104.184;;;0.064;;;13.701;;;0.587;;0.116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;2020-03-17;11:00:00;2020-03-17 11:00:00;;;-0.1;196;364;-20.85;-158.5;;7.15;;108.914;;;0.043;;;13.484;;;0.36;;0.097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;2020-03-21;11:00:00;2020-03-21 11:00:00;;;-0.1;202;368;-20.91;-158.2;;7.67;;103.249;;;0.053;;;13.542;;;0.418;;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;2020-03-25;12:00:00;2020-03-25 12:00:00;;;-0.1;220;380;-20.9;-158.5;;7.23;;115.571;;;0.033;;;13.465;;;0.21;;0.103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;2020-03-29;12:00:00;2020-03-29 12:00:00;;;-0.1;217;386;-20.94;-158.2;;7.05;;136.59;;;0.021;;;14.071;;;0.345;;0.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;2020-04-04;12:00:00;2020-04-04 12:00:00;;;;;387;-21.24;-161;;6.93;;81.171;;;0.057;;;14.276;;;0.959;;0.138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;2020-04-11;12:00:00;2020-04-11 12:00:00;;;;;396;-21;-159;;6.82;;95.796;;;0.037;;;14.254;;;0.518;;0.113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;2020-04-18;12:00:00;2020-04-18 12:00:00;;;;;394;-20.89;-159;;6.51;;101.902;;;0.043;;;14.888;;;0.499;;0.112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;2020-04-25;12:00:00;2020-04-25 12:00:00;;;;;413;-21;-158.7;;6.78;;76.305;;;0.041;;;15.04;;;0.69;;0.129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;2020-05-02;12:00:00;2020-05-02 12:00:00;;;;;406;-20.93;-158.9;;6.34;;82.173;;;0.023;;;15.046;;;0.281;;0.117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;2020-05-09;10:00:00;2020-05-09 10:00:00;;;0;464;441;-20.88;-158.3;;6.01;;77.723;;;0.028;;;13.349;;;0.317;;0.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;2020-05-10;09:00:00;2020-05-10 09:00:00;;;0;464;433;-20.91;-158.4;;5.98;;81.77;;;0.041;;;10.599;;;0.372;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;2020-05-11;09:00:00;2020-05-11 09:00:00;;;0.1;469;455;-20.92;-158.3;;5.83;;94.461;;;0.035;;;15.225;;;0.527;;0.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;2020-05-12;09:00:00;2020-05-12 09:00:00;;;0;464;435;-20.95;-158.5;;5.89;;71.459;;;0.044;;;15.346;;;0.486;;0.122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;2020-05-13;08:00:00;2020-05-13 08:00:00;;;0.1;465;435;-20.93;-158.6;;5.66;;88.649;;;0.03;;;14.11;;;0.548;;0.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;2020-05-14;09:00:00;2020-05-14 09:00:00;;;0.1;468;368;-20.87;-158.3;;5.89;;87.88;;;0.028;;;14.478;;;0.552;;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;2020-05-15;08:00:00;2020-05-15 08:00:00;;;0;476;454;-21.13;-159.8;;5.84;;100.083;;;0.026;;;15.226;;;0.653;;0.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;2020-05-16;08:00:00;2020-05-16 08:00:00;;;-0.1;489;466;-24.3;-182.6;;8.46;;82.587;;;0.045;;;34.267;;;2.593;;0.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;2020-05-17;10:00:00;2020-05-17 10:00:00;;;-0.1;167;133;-28.8;-216.4;;5.93;;14.854;;;0.077;;;34.921;;;3.84;;0.452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;2020-05-18;08:00:00;2020-05-18 08:00:00;;;-0.1;67;63;-28.56;-214.4;;4.49;;5.557;;;0.065;;;20.621;;;3.039;;0.267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;2020-05-19;09:00:00;2020-05-19 09:00:00;;;-0.1;70;63.5;-28.46;-213.3;;4.27;;4.981;;;0.066;;;20.615;;;3.079;;0.258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;2020-05-20;10:00:00;2020-05-20 10:00:00;;;0;50;45;-27.55;-206.8;;4.95;;3.432;;;0.174;;;14.62;;;2.66;;0.221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;2020-05-21;10:00:00;2020-05-21 10:00:00;;;0;57;39.8;-26.92;-203.4;;4.76;;3.64;;;0.44;;;9.644;;;2.215;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;2020-05-22;10:00:00;2020-05-22 10:00:00;;;0;62;42.6;-27.51;-207.8;;3.28;;6.988;;;0.311;;;14.54;;;3.558;;0.422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;2020-05-23;10:00:00;2020-05-23 10:00:00;;;0.3;122;116.2;-24.12;-182.7;;3.74;;20.996;;;0.384;;;14.68;;;3.685;;0.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;2020-05-24;11:00:00;2020-05-24 11:00:00;;;0.3;361;387;-21.85;-166.7;;4.96;;85.271;;;0.123;;;14.389;;;2.342;;0.199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;2020-05-25;10:00:00;2020-05-25 10:00:00;;;0.1;404;460;-20.94;-159.2;;4.8;;69.23;;;0.047;;;13.817;;;1.175;;0.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;2020-05-26;09:00:00;2020-05-26 09:00:00;;;0.1;372;377;-22.1;-167.8;;6.84;;39.983;;;0.064;;;10.782;;;2.033;;0.147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;2020-05-27;10:00:00;2020-05-27 10:00:00;;;0.1;304;311;-22.97;-175.2;;8.81;;44.59;;;0.158;;;8.266;;;3.655;;0.166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;2020-05-28;09:00:00;2020-05-28 09:00:00;;;0.2;263;247.3;-23.24;-178.1;;11.3;;39.47;;;0.225;;;5.408;;;4.921;;0.166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;2020-05-29;09:00:00;2020-05-29 09:00:00;;;0.2;264;240.8;-23.17;-177.8;;11.7;;41.83;;;0.207;;;5.115;;;4.462;;0.181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;2020-05-30;09:00:00;2020-05-30 09:00:00;;;0.3;198;191.7;-23.22;-176.6;;12.6;;39.564;;;0.192;;;4.022;;;3.986;;0.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;2020-05-31;09:00:00;2020-05-31 09:00:00;;;0.1;183;169.2;-23.15;-174.5;;13.6;;27.14;;;0.193;;;3.728;;;3.643;;0.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;2020-06-01;09:00:00;2020-06-01 09:00:00;;;0.2;136;135.6;-22.77;-172.2;;14.2;;23.412;;;0.237;;;3.58;;;5.691;;0.222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;2020-06-02;09:00:00;2020-06-02 09:00:00;;;0.2;214;120.7;-23.28;-177.1;;15.7;;32.467;;;0.196;;;3.315;;;3.926;;0.214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;2020-06-03;09:00:00;2020-06-03 09:00:00;;;0.1;112;109;-23.34;-177;;14.5;;35.712;;;0.195;;;3.025;;;3.632;;0.198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;2020-06-04;09:00:00;2020-06-04 09:00:00;;;0.2;102;89.5;-23.36;-178.9;;14.1;;35.423;;;0.18;;;3.03;;;3.267;;0.204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;2020-06-05;09:00:00;2020-06-05 09:00:00;;;0.1;98;95.7;-23.38;-177.5;;14.2;;28.901;;;0.164;;;3.534;;;3.089;;0.213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;2020-06-06;09:00:00;2020-06-06 09:00:00;;;0.1;95;91.5;-22.64;-172.9;;12.4;;26.108;;;0.136;;;8.228;;;2.551;;0.196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;2020-06-07;09:00:00;2020-06-07 09:00:00;;;0.7;96;92.4;-23.15;-175.5;;14.4;;34.346;;;0.108;;;3.767;;;1.936;;0.193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;2020-06-08;09:00:00;2020-06-08 09:00:00;;;3.5;98;95.7;-23.58;-177.9;;15.5;;37.944;;;0.119;;;2.149;;;1.737;;0.205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;2020-06-09;12:00:00;2020-06-09 12:00:00;;;3.8;98;95.5;-23.46;-177.7;;15.6;;31.28;;;0.1;;;1.903;;;1.496;;0.207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;2020-06-10;09:00:00;2020-06-10 09:00:00;;;2.7;96;94.8;-23.28;-177.5;;15.3;;20.696;;;0.098;;;2.58;;;1.289;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;2020-06-11;09:00:00;2020-06-11 09:00:00;;;5.7;97;99.8;-23.39;-178.3;;16;;32.148;;;0.104;;;1.632;;;1.453;;0.202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;2020-06-12;09:00:00;2020-06-12 09:00:00;;;8.9;101;101.7;-23.25;-176.9;;16.4;;38.458;;;0.143;;;2.116;;;1.211;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;2020-06-13;09:00:00;2020-06-13 09:00:00;;;10.3;103;99.9;-23.47;-178.2;;16.3;;38.149;;;0.166;;;1.184;;;1.248;;0.195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;2020-06-14;09:00:00;2020-06-14 09:00:00;;;10.4;104;103.7;-23.43;-176.7;;14.8;;40.215;;;0.067;;;0.813;;;0.776;;0.183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;2020-06-15;09:00:00;2020-06-15 09:00:00;;;10.3;104;104.5;-23.3;-177.5;;14;;24.314;;;0.122;;;0.666;;;0.713;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;2020-06-17;09:00:00;2020-06-17 09:00:00;;;13.2;102;100.8;-23.11;-176.5;;13.9;;20.345;;;0.089;;;0.463;;;0.649;;0.179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;2020-06-19;09:00:00;2020-06-19 09:00:00;;;14.5;101;100.4;-23.04;-175.1;;13.3;;43.343;;;0.089;;;0.257;;;0.605;;0.155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;2020-06-21;09:00:00;2020-06-21 09:00:00;;;14.7;99;96.5;-22.78;-172.7;;12;;40.586;;;0.07;;;0.197;;;0.463;;0.139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;2020-06-23;09:00:00;2020-06-23 09:00:00;;;14.9;98;96.6;-22.59;-172;;11.7;;39.253;;;0.074;;;0.272;;;0.378;;0.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;2020-06-25;09:00:00;2020-06-25 09:00:00;;;18;104;103.2;-22.53;-171.4;;11.9;;50.956;;;0.076;;;0.354;;;0.432;;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;2020-06-27;09:00:00;2020-06-27 09:00:00;;;19.4;104;103.7;-22.32;-169.2;;10.5;;38.166;;;0.072;;;0.181;;;0.306;;0.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;2020-06-29;09:00:00;2020-06-29 09:00:00;;;19.4;106;105.4;-22.04;-167.6;;9.84;;42.53;;;0.085;;;0.534;;;0.398;;0.116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;2020-07-01;09:00:00;2020-07-01 09:00:00;;;20.2;111;110;-21.95;-166.5;;8.86;;53.269;;;0.091;;;0.203;;;0.361;;0.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;2020-07-03;09:00:00;2020-07-03 09:00:00;;;18.6;111;111.9;-21.92;-166;;8.29;;45.514;;;0.093;;;0.201;;;0.442;;0.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;2020-07-05;09:00:00;2020-07-05 09:00:00;;;17.4;109;106.5;-21.84;-165.9;;8.35;;55.389;;;0.099;;;0.165;;;0.581;;0.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;2020-07-07;09:00:00;2020-07-07 09:00:00;;;16;110;108.6;-21.63;-162.1;;8.85;;34.355;;;0.113;;;0.234;;;0.6;;0.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;2020-07-09;09:00:00;2020-07-09 09:00:00;;;15.3;108;109.6;-21.37;-162.3;;8.84;;54.987;;;0.089;;;0.186;;;0.51;;0.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;2020-07-11;09:00:00;2020-07-11 09:00:00;;;16.5;111;111.8;-21.11;-158.7;;9.34;;46.853;;;0.093;;;0;;;0.449;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;2020-07-13;09:00:00;2020-07-13 09:00:00;;;17.5;113;117.1;-20.94;-158.4;;9.58;;53.898;;;0.069;;;0;;;0.24;;0.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;2020-07-15;09:00:00;2020-07-15 09:00:00;;;16.1;115;114;-20.74;-156;;9.86;;25.348;;;0.109;;;0.227;;;1.395;;0.109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;2020-07-17;15:00:00;2020-07-17 15:00:00;;;15.2;116;113.6;-20.62;-156.4;;9.42;;37.934;;;0.119;;;1.048;;;2.017;;0.164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;2020-07-19;11:00:00;2020-07-19 11:00:00;;;16.7;121;114.3;-20.62;-156.3;;9.38;;64.225;;;0.102;;;0.346;;;0.801;;0.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;2020-07-21;17:00:00;2020-07-21 17:00:00;;;17;122;122.8;-20.53;-154.8;;8.57;;61.243;;;0.117;;;0.144;;;0.445;;0.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;2020-07-23;20:00:00;2020-07-23 20:00:00;;;19.6;122;120.8;-20.4;-154.8;;8.22;;68.921;;;0.087;;;0.078;;;0.315;;0.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;2020-07-25;09:00:00;2020-07-25 09:00:00;;;20.1;128;127.5;-20.29;-153.8;;7.94;;60.847;;;0.075;;;0.188;;;0.16;;0.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;2020-07-27;09:00:00;2020-07-27 09:00:00;;;17.7;124;142.2;-20.25;-153.8;;7.88;;53.046;;;0.1;;;0.244;;;0.485;;0.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;2020-07-29;09:00:00;2020-07-29 09:00:00;;;17.4;138;131.4;-20.25;-153.2;;6.72;;66.082;;;0.08;;;0.123;;;0.306;;0.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;2020-07-31;09:00:00;2020-07-31 09:00:00;;;17.4;141;137;-20.2;-154;;6.16;;63.503;;;0.077;;;0.063;;;0.177;;0.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;2020-08-01;09:00:00;2020-08-01 09:00:00;;;18.1;143;142.7;-20.17;-152.8;;5.93;;55.178;;;0.071;;;0.023;;;0.222;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;2020-08-04;09:00:00;2020-08-04 09:00:00;;;16.6;149;139;-20.11;-151.2;;6.28;;57.891;;;0.058;;;0.086;;;0.354;;0.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;2020-08-06;09:00:00;2020-08-06 09:00:00;;;16.6;153;144.5;-19.8;-150.1;;6.77;;61.501;;;0.079;;;0.063;;;0.236;;0.094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;2020-08-08;09:00:00;2020-08-08 09:00:00;;;16.9;164;159.1;-19.82;-149.2;;6.82;;62.483;;;0.045;;;0;;;0.211;;0.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;2020-08-10;09:00:00;2020-08-10 09:00:00;;;16;174;166.6;-19.88;-149.8;;6.16;;65.304;;;0.044;;;0.241;;;0.597;;0.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
